n = 100;
t = 10;
m = 2;
p_j = [79 97 178 96 178 107 126 123 157 98 187 151 61 53 118 196 172 240 57 153 66 116 164 64 238 195 195 237 133 217 180 66 94 215 84 99 76 194 124 80 228 240 98 119 99 150 70 160 71 104 153 174 177 82 51 153 56 183 126 122 183 144 85 167 155 219 116 84 83 218 90 120 218 150 135 208 99 129 76 90 186 68 59 177 143 131 203 179 69 92 81 107 239 123 151 108 50 176 214 161];
v_j = [680 1140 2660 970 2760 1190 1570 1510 2240 960 2790 2020 320 110 1410 2970 2490 3850 190 2060 320 1520 2480 380 3810 3100 2950 3740 1710 3440 2700 420 880 3500 880 1030 720 2930 1480 800 3610 3900 1160 1580 1030 2000 400 2400 520 1180 2110 2480 2740 690 20 2110 170 2660 1720 1440 2760 1880 700 2440 2100 3380 1370 680 760 3360 850 1450 3560 2200 1700 3260 1180 1780 720 800 2770 360 380 2540 2060 1720 3060 2630 580 1040 670 1190 3780 1560 2220 1210 0 2570 3330 2320];
r_j = [8 5 2 1 4 3 7 6 8 1 8 7 4 7 5 4 8 6 8 8 8 8 1 3 2 6 2 5 8 8 4 1 4 7 8 6 6 5 6 7 7 2 1 3 8 8 7 4 3 7 4 4 7 1 7 2 7 6 2 8 3 8 5 7 5 7 3 8 4 4 3 4 3 1 6 5 2 6 7 1 2 5 5 4 4 6 2 6 2 3 6 8 4 4 3 3 3 3 2 8];
d_j = [10 7 9 1 9 3 7 8 8 8 9 8 6 8 7 7 8 6 8 9 8 9 6 5 9 6 3 10 8 10 9 7 8 8 9 7 6 9 8 10 8 4 2 9 9 10 10 5 6 9 10 6 8 10 7 6 8 7 2 9 4 9 10 9 6 8 5 8 5 7 5 4 6 1 7 10 10 10 9 2 8 7 5 6 7 9 9 7 2 3 10 9 10 6 5 8 9 4 4 9];
D_t = [240 240 240 240 240 240 240 240 240 240];
delta_t = [60 60 60 60 60 60 60 60 60 60];
M_t = [{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}];
M_j = [{1 2} {2 1} {2 1} {2 1} {1 2} {2 1} {1 2} {2 1} {2 1} {1 2} {1 2} {1 2} {2 1} {1 2} {2 1} {1 2} {2 1} {2 1} {2 1} {1 2} {1 2} {2 1} {2 1} {2 1} {1 2} {1 2} {1 2} {1 2} {2 1} {1 2} {1 2} {1 2} {1 2} {2 1} {1 2} {2 1} {2 1} {2 1} {2 1} {1 2} {2 1} {1 2} {1 2} {2 1} {2 1} {1 2} {1 2} {2 1} {2 1} {2 1} {1 2} {2 1} {2 1} {2 1} {1 2} {1 2} {2 1} {2 1} {2 1} {2 1} {1 2} {1 2} {2 1} {2 1} {2 1} {1 2} {2 1} {2 1} {1 2} {1 2} {1 2} {1 2} {2 1} {2 1} {1 2} {1 2} {2 1} {2 1} {2 1} {1 2} {2 1} {2 1} {1 2} {1 2} {2 1} {2 1} {1 2} {2 1} {2 1} {1 2} {2 1} {1 2} {1 2} {1 2} {2 1} {1 2} {2 1} {1 2} {2 1} {1 2}];
M_jt = [[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
[{1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2} {1 2}]
